Respondent ID,Start Date,RaceOrEthnicity,What is your gender?,What is your current age?,What is the highest level of education you have completed?,How do you classify your employment?,How long have you been in your current role?,What is your current job title?,How many years of experience do you have in your current industry?,Seniority Level of Position,Promotions,Industry,What type of business?,How many employees are employed by the business?,I feel that my job performance is evaluated fairly.,"I feel that my compensation is fair, relative to similar roles at my company.",I feel confident I can develop my career at my company.,I feel promotion decisions are fair at my company.,I feel my company benefits are adequate.,"I feel that I have been offered potential growth opportunities (mentoring, training, special projects, etc)"
11466568950,4/1/2020 17:20,Black or African American ,Female,35-44,Some College,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466616931,4/1/2020 17:35,White ,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Rn,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Government,"1,000 to 10,000 Employees",Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Agree
11466617605,4/1/2020 17:35,Hispanic or Latino ,Male,35-44,High School Diploma/GED,Full Time Employee,One to five years,Maintenance tech,Ten years or more,Mid level ,    Within 12 Months,Air Conditioning tech,For Profit,50 to 250 Employees,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree
11466629515,4/1/2020 17:39,White ,Male,25-34,Associate's Degree,Full Time Employee,One to five years,Respiratory Therapist,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11466641878,4/1/2020 17:42,White ,Male,45-54,Master's Degree or Higher,Full Time Employee,Less than one year,Execution Analyst,Less than one year,Mid level , Never been promoted   ,Finance & Financial Services ,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11466650178,4/1/2020 17:45,Hispanic or Latino ,Female,25-34,Some College,Full Time Employee,Five to ten years,Sterile tech,Five to ten years,Mid level ,    Within 12 Months,Healthcare & Pharmaceuticals ,Government,"1,000 to 10,000 Employees",Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
11466650532,4/1/2020 17:45,White ,Male,18-24,Bachelor's Degree,Full Time Employee,One to five years,RN,One to five years,Entry level ,Prefer not to answer    ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11466660777,4/1/2020 17:49,White ,Female,45-54,Associate's Degree,Full Time Employee,One to five years,Sonographer II,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Agree
11466666949,4/1/2020 17:51,Black or African American ,Female,55-64,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466670510,4/1/2020 17:52,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Nurse practitioner,One to five years,Mid level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,Government,"1,000 to 10,000 Employees",Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11466674602,4/1/2020 17:53,White ,Male,45-54,High School Diploma/GED,Self Employed/Entrepreneur,Less than one year,Owner,Ten years or more,Senior level ,Prefer not to answer    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466716181,4/1/2020 18:06,White ,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,Respiratory therapist,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
11466727643,4/1/2020 18:10,White ,Female,45-54,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466735089,4/1/2020 18:11,White ,female,18-24,Bachelor's Degree,Full Time Employee,Less than one year,Respiratory Therapist,Less than one year,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"More than 10,000 Employees",Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree
11466733461,4/1/2020 18:12,White ,Male,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,NextGen Security Analyst,Less than one year,Entry level , Never been promoted   ,Information Technology and Services ,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11466751899,4/1/2020 18:17,Black or African American ,Female,45-54,Associate's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466751907,4/1/2020 18:17,White ,Female,45-54,High School Diploma/GED,Full Time Employee,Ten years or more,SPD Tech,One to five years,Entry level ,Prefer not to answer    ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
11466759575,4/1/2020 18:19,Black or African American ,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Financial Services Officer,One to five years,Entry level ,    Within 12 Months,Finance & Financial Services ,Non Profit,50 to 250 Employees,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree
11466760244,4/1/2020 18:20,Black or African American ,Female,55-64,Associate's Degree,Self Employed/Entrepreneur,One to five years,Director,Ten years or more,Senior level ,    Within 12 Months,Social/Public Services ,Non Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat agree
11466762487,4/1/2020 18:21,White ,Female,65+,Master's Degree or Higher,Full Time Employee,Ten years or more,Information specialist,Ten years or more,Senior level ,Prefer not to answer    ,Education ,Government,"More than 10,000 Employees",Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree
11466766709,4/1/2020 18:23,White ,female,55-64,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466770543,4/1/2020 18:24,White ,Female,35-44,Bachelor's Degree,Full Time Employee,Five to ten years,RN,Five to ten years,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree
11466776703,4/1/2020 18:26,White ,Female,25-34,Associate's Degree,Full Time Employee,One to five years,Registered Respiratory Therapist,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Neither agree nor disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree
11466792057,4/1/2020 18:31,White ,Female,45-54,Associate's Degree,Full Time Employee,Five to ten years,Registered Respiratory Therapist,Ten years or more,Senior level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Strongly disagree
11466811992,4/1/2020 18:37,White ,Female,45-54,Associate's Degree,Full Time Employee,Ten years or more,Respiratory Therapust,Ten years or more,Mid level ,  More than 5 years  ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11466892729,4/1/2020 19:05,White ,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,Instructor,Five to ten years,Mid level , Never been promoted   ,Education ,Government,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466894078,4/1/2020 19:05,White ,Female,25-34,Bachelor's Degree,Temporary/Seasonal,One to five years,PCT,One to five years,Entry level ,    Within 12 Months,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree
11466894128,4/1/2020 19:05,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,Five to ten years,Respiratory Therapist,Five to ten years,Mid level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree
11466907894,4/1/2020 19:10,Hispanic or Latino ,Female,25-34,Bachelor's Degree,Part Time Employee,One to five years,RN,Declined to Answer,Senior level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,Government,"More than 10,000 Employees",Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Declined to Answer,Somewhat agree
11466929314,4/1/2020 19:17,Black or African American ,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Program Manager 2,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Government,"More than 10,000 Employees",Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree
11466942760,4/1/2020 19:22,Hispanic or Latino ,Female,35-44,Some College,Full Time Employee,Less than one year,Teacher,Ten years or more,Mid level , Never been promoted   ,Education ,Non Profit,Less than 50 Employees,Somewhat agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree
11467061632,4/1/2020 19:44,White ,Female,25-34,Associate's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467034044,4/1/2020 19:52,Hispanic or Latino ,Females,35-44,Some College,Full Time Employee,Ten years or more,Associate accounting,Ten years or more,Mid level ,  More than 5 years  ,Food & Beverages ,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11467095424,4/1/2020 20:13,White ,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Registered Nurse,One to five years, , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
11467096229,4/1/2020 20:13,White ,Female,55-64,Bachelor's Degree,Full Time Employee,Ten years or more,RN,Ten years or more,Mid level ,  More than 5 years  ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Agree
11467104000,4/1/2020 20:16,White ,Female,,Bachelor's Degree,Full Time Employee,One to five years,RN,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11467116477,4/1/2020 20:21,White ,Male,55-64,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,None,Ten years or more,Senior level , Never been promoted   ,"Construction, Machinery, and Homes ",For Profit,Less than 50 Employees,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11467123675,4/1/2020 20:22,White ,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Rn,Five to ten years,Entry level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467146726,4/1/2020 20:32,White ,Female,25-34,Bachelor's Degree,Part Time Employee,One to five years,Registered Nurse,One to five years,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree
11467154162,4/1/2020 20:34,White ,Male,45-54,Associate's Degree,Self Employed/Entrepreneur,Ten years or more,Owner,Ten years or more, Owner/president,Prefer not to answer    ,Information Technology and Services ,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11467163651,4/1/2020 20:38,White ,Male,55-64,Associate's Degree,Full Time Employee,Ten years or more,Engineer,Ten years or more,Senior level ,Multiple Promotions,"Construction, Machinery, and Homes ",For Profit,Less than 50 Employees,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree
11467172404,4/1/2020 20:41,White ,Female,18-24,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467175985,4/1/2020 20:42,White ,Female,25-34,Associate's Degree,Part Time Employee,One to five years,Registered Respiratory Therapist,Ten years or more,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467223524,4/1/2020 21:01,Hispanic or Latino ,Male,45-54,Some College,Part Time Employee,Five to ten years,In home supportive services,Five to ten years,Entry level , Never been promoted   ,Education ,Government,"More than 10,000 Employees",Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree
11467231691,4/1/2020 21:04,White ,Female,55-64,Some College,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467232606,4/1/2020 21:04,White ,Female,45-54,Some College,Full Time Employee,Less than one year,AP Supervisor,Five to ten years,Mid level ,Prefer not to answer    ,"Utilities, Energy, and Extraction ",For Profit,"250 to 1,000 Employees",Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11467253340,4/1/2020 21:12,White ,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,RN,One to five years,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree
11467270962,4/1/2020 21:20,Hispanic or Latino ,Female,45-54,Some College,Full Time Employee,Less than one year,Registrar,Ten years or more,Mid level ,    Within 12 Months,Education ,Non Profit,"1,000 to 10,000 Employees",Agree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree
11467284480,4/1/2020 21:25,White ,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,RN,Less than one year,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11467354822,4/1/2020 21:52,Hispanic or Latino ,Female,25-34,High School Diploma/GED,Full Time Employee,Five to ten years,Farmer,Five to ten years,Entry level , Never been promoted   ,Agriculture ,For Profit,50 to 250 Employees,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree
11467386380,4/1/2020 22:09,White ,Female,45-54,Some College,Full Time Employee,Five to ten years,Paralegal,Ten years or more,Mid level , Never been promoted   ,Legal Services ,For Profit,Less than 50 Employees,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467418435,4/1/2020 22:22,White ,F,55-64,High School Diploma/GED,Full Time Employee,Ten years or more,Anesthesia tech,Ten years or more,Mid level ,    Within 12 Months,Healthcare & Pharmaceuticals ,For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree
11467507270,4/1/2020 23:03,White ,Female,45-54,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467533293,4/1/2020 23:14,White ,Male,45-54,Master's Degree or Higher,Full Time Employee,Ten years or more,CRNA,Ten years or more,Senior level ,Prefer not to answer    ,Healthcare & Pharmaceuticals ,For Profit,50 to 250 Employees,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467542034,4/1/2020 23:19,Black or African American ,Female,18-24,Some College,Part Time Employee,One to five years,Personal Shopper,One to five years,Entry level , Never been promoted   ,Retail & Consumer Durables ,For Profit,"More than 10,000 Employees",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Declined to Answer
11467600612,4/1/2020 23:47,White ,Female,18-24,Associate's Degree,Full Time Employee,Less than one year,Nurse,Less than one year,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467609685,4/1/2020 23:51,White ,Female,65+,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467610597,4/1/2020 23:52,White ,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,Sonographer,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467614495,4/1/2020 23:53,White ,Female,25-34,High School Diploma/GED,Self Employed/Entrepreneur,One to five years,Cake decorator,One to five years,Mid level , Never been promoted   ,Food & Beverages ,For Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11467630908,4/2/2020 0:01,White ,Female,45-54,Some College,Full Time Employee,Five to ten years,Administration,Ten years or more,Mid level , Never been promoted   , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467647573,4/2/2020 0:09,White ,Female,55-64,Master's Degree or Higher,Full Time Employee,One to five years,Crna,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Disagree,Somewhat disagree,Disagree
11467655414,4/2/2020 0:13,White ,Male,18-24,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467684168,4/2/2020 0:27,White ,Female,25-34,Some College,Full Time Employee,Less than one year,Daycare teacher,Ten years or more,Mid level , Never been promoted   ,Child Day Care Services ,For Profit,Less than 50 Employees,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Strongly disagree,Somewhat disagree
11467693017,4/2/2020 0:31,White ,Female,25-34,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467698022,4/2/2020 0:34,White ,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Financial Analyst,Five to ten years,Mid level ,    Within 12 Months,Education ,Non Profit,"More than 10,000 Employees",Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree
11467700272,4/2/2020 0:35,White ,Male,55-64,Master's Degree or Higher,Full Time Employee,Five to ten years,CRNA,Ten years or more,Senior level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
11467718895,4/2/2020 0:44,White ,Female,45-54,Master's Degree or Higher,Full Time Employee,Ten years or more,Teacher,Ten years or more,Senior level , Never been promoted   ,Education ,Government,"250 to 1,000 Employees",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree
11467731237,4/2/2020 0:50,White ,Female,25-34,Associate's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467736354,4/2/2020 0:52,Black or African American ,M,25-34,High School Diploma/GED,Long Term Contract Employee,One to five years,UI developer,One to five years,Entry level ,Prefer not to answer    ,Finance & Financial Services ,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Somewhat disagree,Agree
11467741436,4/2/2020 0:54,White ,Female,35-44,Some College,Full Time Employee,Less than one year,Prep cook,Ten years or more,Mid level , Never been promoted   ,Food & Beverages ,For Profit,"250 to 1,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree
11467754840,4/2/2020 1:01,Black or African American ,Male,25-34,Some College,Full Time Employee,One to five years,EMD dispatcher,One to five years,Entry level , Never been promoted   ,EMS Services,For Profit,"250 to 1,000 Employees",Agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
11467762643,4/2/2020 1:05,White ,Female,25-34,High School Diploma/GED,Part Time Employee,Less than one year,Host,Five to ten years,Entry level , Never been promoted   ,Food & Beverages ,For Profit,"250 to 1,000 Employees",Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree
11467776611,4/2/2020 1:13,White ,Male,18-24,High School Diploma/GED,Full Time Employee,Less than one year,Track car and locomotive maintenance,Less than one year,Entry level , Never been promoted   ,Railroad,Government,"More than 10,000 Employees",Strongly disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree
11467797347,4/2/2020 1:23,Black or African American ,,Prefer not to say,Bachelor's Degree,Self Employed/Entrepreneur,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467813069,4/2/2020 1:30,White ,M,25-34,Associate's Degree,Part Time Employee,Less than one year,Customer Service Associate,One to five years,Mid level , Never been promoted   ,Retail & Consumer Durables ,For Profit,50 to 250 Employees,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree
11467810397,4/2/2020 1:30,White ,Female,18-24,Associate's Degree,Full Time Employee,Five to ten years,Child’s care worker,Five to ten years,Mid level ,    Within 12 Months,Child Day Care Services ,Government,Less than 50 Employees,Agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree
11467815797,4/2/2020 1:33,White ,Female,25-34,Associate's Degree,Part Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467816096,4/2/2020 1:33,White ,Male,35-44,Bachelor's Degree,Full Time Employee,Ten years or more,Software engineering manager,Ten years or more,Mid level ,    Within 12 Months,"Construction, Machinery, and Homes ",For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11467818866,4/2/2020 1:35,Black or African American ,Female,25-34,Associate's Degree,Full Time Employee,One to five years,Sales manager,Five to ten years,Mid level ,Multiple Promotions,Retail & Consumer Durables ,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
11467821212,4/2/2020 1:36,White ,Female,55-64,Bachelor's Degree,Full Time Employee,One to five years,Production Supervisor,Ten years or more,Senior level ,   In the last 1 to 5 years ,Education ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
11467826048,4/2/2020 1:39,White ,F,55-64,High School Diploma/GED,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467832099,4/2/2020 1:42,White ,Female,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Accounting Operations Manager,Ten years or more,Mid level ,  More than 5 years  ,Finance & Financial Services ,For Profit,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467835396,4/2/2020 1:43,White ,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,Performance Improvement Specialist,Ten years or more,Mid level ,Multiple Promotions,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree
11467836829,4/2/2020 1:45,White ,Robot,18-24,Some College,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467843594,4/2/2020 1:47,White ,Male,25-34,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467847545,4/2/2020 1:50,White ,female,18-24,Some College,Part Time Employee,Less than one year,Server,One to five years,Mid level , Never been promoted   ,Food & Beverages ,,50 to 250 Employees,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11467868992,4/2/2020 2:02,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Doctor of chiropractic,Less than one year,Entry level ,Prefer not to answer    ,Healthcare & Pharmaceuticals ,For Profit,Less than 50 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467881207,4/2/2020 2:09,White ,Female,55-64,,Self Employed/Entrepreneur,One to five years,Real Estate Salesperson,One to five years, Independent Contractor, Never been promoted   ,Real Estate ,For Profit,50 to 250 Employees,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11467882613,4/2/2020 2:10,White ,Female,25-34,High School Diploma/GED,Full Time Employee,One to five years,Freight handler,One to five years,Entry level , Never been promoted   ,Transportation & Delivery ,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Disagree,Disagree,Somewhat agree,Disagree
11467887833,4/2/2020 2:13,White ,Female,55-64,Bachelor's Degree,Self Employed/Entrepreneur,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467915004,4/2/2020 2:27,White ,Female,35-44,Associate's Degree,Self Employed/Entrepreneur,Ten years or more,Child care provider,Ten years or more, Owner, Never been promoted   ,Child Day Care Services ,For Profit,Less than 50 Employees,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
11467912910,4/2/2020 2:27,White ,Female,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Elementary teacher,Ten years or more, Teacher, Never been promoted   ,Education ,Government,50 to 250 Employees,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree
11467931538,4/2/2020 2:39,White ,Female,25-34,Some College,Full Time Employee,One to five years,Certified pharmacy technician,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,Less than 50 Employees,Somewhat agree,Agree,Agree,Disagree,Agree,Disagree
11467946093,4/2/2020 2:47,White ,Female,25-34,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
